7/3/2017 0:00	PU Load	PU Irradiance
566	0.532637832	0.536251847
567	0.522991735	0.557505548
568	0.544673001	0.307739242
569	0.461291634	0.172446093
570	0.49937266	0.072407784
571	0.507320849	0.020049154
572	0.518885444	0.001122964
573	0.521431666	0
574	0.469212204	0
575	0.41292675	0
576	0.374832207	0
577	0.338235951	0
578	0.309130069	0
579	0.298215311	0
580	0.293506863	0
581	0.308087219	0.009808734
582	0.337479601	0.0713824
583	0.407660263	0.141078876
584	0.447443482	0
585	0.497235489	0
586	0.534693803	0
587	0.503295164	0
588	0.496183598	0.661082564
589	0.493399968	0.334049332
590	0.499260808	0.12222155
591	0.49878629	0.331541052
592	0.491465685	0.164664971
593	0.476865394	0.005642378
594	0.500068465	0
595	0.504140348	0
596	0.495584478	0
597	0.511586961	0
598	0.477558834	0
599	0.419347284	0
600	0.381894772	0
601	0.35856718	0
602	0.332243438	0
603	0.311056166	0
604	0.300569429	0
605	0.317541091	0
606	0.36431903	0.026399222
607	0.458525223	0.297491145
608	0.529336206	0.511948586
609	0.590108731	0.683661775
610	0.57803779	0.746757587
611	0.598000008	0.857658826
612	0.575563803	0.836324408
613	0.629943923	0.797984003
614	0.644316937	0.749677351
615	0.595079021	0.594228733
616	0.565923521	0.474934109
617	0.56654247	0.231259276
618	0.573469887	0.072042392
619	0.564976706	0.023231913
620	0.541787085	0.001578194
621	0.549253483	0
622	0.495749957	0
623	0.436040331	0
624	0.396233702	0
625	0.360065255	0
626	0.334169535	0
627	0.321542691	0
628	0.305277664	0
629	0.311543991	0.002697978
630	0.314884442	0.043732989
631	0.337221856	0.157111351
632	0.378414898	0.223065385
633	0.453304954	0.363547416
634	0.487477077	0.486509033
635	0.473764694	0.294515365
636	0.492165836	0.469996788
637	0.468525712	0.389959774
638	0.470478445	0.311693095
639	0.509671826	0.277292539
640	0.462117107	0.180608796
641	0.40482226	0.139372107
642	0.423990177	0.084451171
643	0.416389344	0.021191518
644	0.418121663	0.000636802
645	0.421915412	0
646	0.39024119	0
647	0.347438411	0
648	0.312126219	0
649	0.284732424	0
650	0.271035526	0
651	0.260334778	0
652	0.257552639	0
653	0.255738811	0.020082173
654	0.275982883	0.099941886
655	0.353303237	0.06266435
656	0.434825055	0.090097468
657	0.494863906	0.230911871
658	0.524849482	0.310070447
659	0.544175108	0.487208564
660	0.551494766	0.626919822
661	0.538856097	0.591218071
662	0.481770849	0.420861451
663	0.538841671	0.455078347
664	0.520918599	0.374795202
665	0.460981583	0.133438019
666	0.471720474	0.007403075
667	0.498387649	0.010903015
668	0.48487517	0.001138478
669	0.495107924	0
670	0.445028781	0
671	0.398801831	0
672	0.35236087	0
673	0.324111031	0
674	0.293506863	0
675	0.284732424	0
676	0.281308252	0
677	0.286763932	0.009102521
678	0.331797686	0.010537944
679	0.461908302	0
680	0.538412747	0
681	0.587622567	0
682	0.627320981	0
683	0.649451894	0
684	0.646996434	0
685	0.667265713	0
686	0.644087981	0
687	0.635401188	0
688	0.613623611	0
689	0.605709229	0
690	0.622857305	0
691	0.649186038	0
692	0.635306676	0
693	0.617523962	0
694	0.559954231	0
695	0.483979155	0
696	0.434756267	0
697	0.388101083	0
698	0.373762153	0
699	0.341874133	0
700	0.333099508	0
701	0.347021152	0
702	0.39046717	0
703	0.499996043	0
704	0.596193103	0
705	0.645624045	0
706	0.683314851	0
707	0.675078428	0
708	0.768607986	0
709	0.74738384	0
710	0.736702724	0
711	0.694930231	0
712	0.713086033	0
713	0.661294814	0
714	0.676086338	0
715	0.705083842	0
716	0.689237111	0
717	0.696281177	0
718	0.63143487	0
719	0.537696693	0
720	0.479698941	0
721	0.442460653	0
722	0.413996804	0
723	0.383392847	0
724	0.380610708	0
725	0.386957127	0
726	0.424894062	0
727	0.523399144	0.23296733
728	0.589442982	0.396006666
729	0.595022974	0.59710112
730	0.64075546	0.660767729
731	0.591385984	0.557494402
732	0.505447439	0.773792262
733	0.553172464	0.762962801
734	0.653117164	0.666247967
735	0.618232781	0.597116634
736	0.603679841	0.456165498
737	0.582064334	0.239360374
738	0.626365401	0.062833363
739	0.611598449	0.018109968
740	0.585274707	0.001437254
741	0.560877062	0
742	0.508015567	0
743	0.449161772	0
744	0.402078779	0
745	0.365268512	0
746	0.35007354	0
747	0.331454183	0
748	0.329956108	0
749	0.340870867	0.006123304
750	0.380891507	0.074778946
751	0.41898605	0.272586478
752	0.423480275	0.46941006
753	0.525261941	0.62899134
754	0.618634721	0.730870839
755	0.656271901	0.815172911
756	0.722816393	0.643837159
757	0.716271265	0.679734903
758	0.662718134	0.509849638
759	0.617124208	0.451987707
760	0.668267838	0.348586834
761	0.639588966	0.226379224
762	0.633946266	0.101411516
763	0.664574575	0.025941165
764	0.663120991	0.001420841
765	0.648127918	0
766	0.58820407	0
767	0.510944929	0
768	0.45658536	0
769	0.418491241	0
770	0.391097445	0
771	0.366485789	0
772	0.352574881	0
773	0.356175091	0.006447326
774	0.391270224	0.075088675
775	0.428830543	0.273248687
776	0.43118466	0.470444695
777	0.455368083	0.630893974
778	0.413207548	0.741160659
779	0.36227215	0.802391513
780	0.423266264	0.818547199
781	0.456070657	0.744048945
782	0.621065417	0.70301917
783	0.636033869	0.618519402
784	0.613235673	0.415132286
785	0.621026875	0.242487758
786	0.601654627	0.070003218
787	0.609376393	0.021132578
788	0.604321873	0.001392158
789	0.598115562	0
790	0.551032357	0
791	0.494746691	0
792	0.446593644	0
793	0.409783377	0
794	0.386669796	0
795	0.376183059	0
796	0.354781775	0
797	0.350501561	0.013480095
798	0.360774075	0.087452166
799	0.379775881	0.266888277
800	0.422794527	0.456177446
801	0.455106947	0.449588923
802	0.506014881	0.569592264
803	0.49365978	0.795775399
804	0.512260218	0.809932927
805	0.512717601	0.776535754
806	0.511240031	0.710309635
807	0.475742767	0.557014183
808	0.492422129	0.361155537
809	0.493061542	0.208194642
810	0.457815595	0.096928237
811	0.489451315	0.027786273
812	0.494907193	0.001221185
813	0.4906137	0
814	0.4591537	0
815	0.400727927	0
816	0.35856718	0
817	0.327535203	0
818	0.308059804	0
819	0.292008788	0
820	0.279381944	0
821	0.281940849	0.000596685
822	0.307644644	0.031108237
823	0.372362181	0.116309529
824	0.428711689	0.206184601
825	0.479838847	0.162444096
826	0.503021611	0.126371557
827	0.504471978	0.1392435
828	0.549862376	0.083635303
829	0.411519923	0.075817532
830	0.52373197	0.107378205
831	0.418746952	0.112890884
832	0.456506605	0.244167225
833	0.390638632	0.170390345
834	0.436174468	0.029788927
835	0.443371721	0.015008183
836	0.460876561	7.96244E-05
837	0.460009743	0
838	0.419775305	0
839	0.369267928	0
840	0.333313492	0
841	0.312982289	0
842	0.293934884	0
843	0.283234375	0
844	0.279167933	0
845	0.297210731	0.002855557
846	0.33806353	0.051918946
847	0.424574282	0.162056478
848	0.502032964	0.31549075
849	0.469317872	0.469654971
850	0.489613129	0.608158148
851	0.526186333	0.726182957
852	0.467714472	0.790244155
853	0.51908945	0.690512266
854	0.512259507	0.588411496
855	0.490157107	0.30542567
856	0.459874016	0.116986673
857	0.469629407	0.053329797
858	0.497488185	0.016440747
859	0.476959453	0.020690357
860	0.47948493	0.00113321
861	0.459581722	0
862	0.416992954	0
863	0.375474212	0
864	0.333099508	0
865	0.322398946	0
866	0.305705686	0
867	0.296717236	0
868	0.29500515	0
869	0.326040768	0.00475273
870	0.357779004	0.067662666
871	0.397044306	0.263992121
872	0.447200432	0.46578903
873	0.474403856	0.626537117
874	0.486043893	0.676853683
875	0.5149384	0.714370638
876	0.583926207	0.816738611
877	0.523643416	0.775827614
878	0.451601022	0.666848603
879	0.496183097	0.58814439
880	0.50331939	0.439363213
881	0.499995833	0.230533535
882	0.474657063	0.063835043
883	0.496013838	0.01788982
884	0.49811407	0.001084099
885	0.490399689	0
886	0.449308996	0
887	0.390669424	0
888	0.338663972	0
889	0.320044616	0
890	0.30934408	0
891	0.301211461	0
892	0.29265082	0
893	0.305658633	0.005022888
894	0.357323835	0.06591244
895	0.468647064	0.244738375
896	0.521037087	0.435805394
897	0.543896095	0.601548972
898	0.559267443	0.724784826
899	0.570926843	0.792048952
900	0.570467858	0.797944303
901	0.578799943	0.636460485
902	0.587058687	0.634161271
903	0.576409328	0.458825382
904	0.537986096	0.378095743
905	0.544064549	0.192779633
906	0.574243141	0.090090112
907	0.567910235	0.024003553
908	0.562314939	0.001347447
909	0.566588563	0
910	0.513299047	0
911	0.446954878	0
912	0.404580332	0
913	0.357925148	0
914	0.338877983	0
915	0.320472637	0
916	0.314266326	0
917	0.327626524	0
918	0.370421786	0.012278406
919	0.452507573	0.065473783
920	0.529991832	0.044743245
921	0.564067858	0.131363128
922	0.61266899	0.249692817
923	0.648511593	0.353402583
924	0.688492911	0.554943403
925	0.593821869	0.510231603
926	0.638902265	0.492843747
927	0.626091832	0.298402409
928	0.638222667	0.299704632
929	0.60964644	0.201688152
930	0.59693271	0.087135017
931	0.587717623	0.021693129
932	0.598478944	0.001063864
933	0.581355515	0
934	0.529136264	0
935	0.457655413	0
936	0.433258192	0
937	0.37804258	0
938	0.359637234	0
939	0.342944186	0
940	0.329247288	0
941	0.344026817	0.004967642
942	0.378517735	0.062551321
943	0.445325369	0.152767984
944	0.527693427	0.291949012
945	0.576545382	0.311374661
946	0.600240131	0.373732012
947	0.627116669	0.503368554
948	0.6244035	0.046344469
949	0.623394505	0
950	0.625815744	0
951	0.554808026	0
952	0.5671277	0
953	0.561525827	0
954	0.557102319	0
955	0.545887911	0
956	0.55117958	0
957	0.542833162	0
958	0.498318085	0
959	0.440748567	0
960	0.410144611	0
961	0.364559693	0
962	0.34401424	0
963	0.327107155	0
964	0.318974562	0
965	0.308702582	0
966	0.320450417	0
967	0.351668262	0.007161311
968	0.430891931	0.049689785
969	0.50374936	0.043833587
970	0.465757315	0.093316714
971	0.562353174	0.09576962
972	0.490539693	0.113636122
973	0.500619779	0.119396892
974	0.505320732	0.095750027
975	0.5258147	0.046222768
976	0.475679758	0.020573249
977	0.460607641	0.029648339
978	0.496487202	0.015328158
979	0.490933366	0.013008098
980	0.510088887	0
981	0.50195648	0
982	0.477558834	0
983	0.428977766	0
984	0.401797981	0
985	0.368839907	0
986	0.358139159	0
987	0.339520015	0
988	0.333527503	0
989	0.320693961	0.000521075
990	0.340465727	0.02604369
991	0.383905182	0.065973499
992	0.458846167	0.043341226
993	0.554177601	0.086330454
994	0.58505104	0.165959646
995	0.597842776	0.082159216
996	0.602931945	0.156368265
997	0.627078215	0.149679304
998	0.545968877	0.154403576
999	0.550020575	0.189233153
1000	0.53008373	0.108817803
1001	0.56929117	0.047201065
1002	0.555178034	0.038768655
1003	0.577692674	0.011609452
1004	0.567872628	0.000129056
1005	0.561024285	0
1006	0.491897764	0
1007	0.434542256	0
1008	0.391953488	0
1009	0.36156333	0
1010	0.32132868	0
1011	0.315122369	0
1012	0.307845793	0
1013	0.31579922	0.000942034
1014	0.360427448	0.040972184
1015	0.435603268	0.094517985
1016	0.471565761	0.164058971
1017	0.516362687	0.132273011
1018	0.584172615	0.236516637
1019	0.515672435	0.3494716
1020	0.57052604	0.629100515
1021	0.538898023	0.565758474
1022	0.547656041	0.399303256
1023	0.536704119	0.551508699
1024	0.563434852	0.268801895
1025	0.551118266	0.180129926
1026	0.579831159	0.071587162
1027	0.56362347	0.020154442
1028	0.577076158	0.000551461
1029	0.554817974	0
1030	0.49382386	0
1031	0.429405787	0
1032	0.392809531	0
1033	0.357497127	0
1034	0.337379908	0
1035	0.323468999	0
1036	0.322612956	0
1037	0.331387518	0.003187127
1038	0.372420539	0.051032543
1039	0.424200847	0.205023511
1040	0.436885814	0.380680339
1041	0.435037066	0.527324442
1042	0.512122412	0.616376675
1043	0.58927869	0.646731676
1044	0.544854969	0.684940776
1045	0.486475587	0.59008258
1046	0.54548862	0.64573748
1047	0.517843311	0.419972189
1048	0.503741498	0.277949448
1049	0.524736905	0.210675396
1050	0.512983009	0.063320809
1051	0.52308043	0.017880088
1052	0.551393591	0.000411387
1053	0.528066211	0
1054	0.485049209	0
1055	0.436254342	0
1056	0.397303756	0
1057	0.371836057	0
1058	0.338663972	0
1059	0.324539053	0
1060	0.320900658	0
1061	0.332473345	0.003312522
1062	0.373657386	0.050606958
1063	0.476090882	0.193338032
1064	0.546914287	0.366153596
1065	0.588179511	0.434890276
1066	0.585454344	0.558924397
1067	0.613162158	0.597461116
1068	0.60336295	0.321338629
1069	0.623265078	0.631124143
1070	0.639669308	0.487589631
1071	0.586079157	0.511246549
1072	0.578613166	0.431968393
1073	0.570952276	0.187317157
1074	0.590960043	0.056596966
1075	0.581945371	0.01536593
1076	0.59419637	0.000283584
1077	0.565946531	0
1078	0.509660865	0
1079	0.452733167	0
1080	0.401797981	0
1081	0.367127821	0
1082	0.339091993	0
1083	0.311270176	0
1084	0.313624294	0
1085	0.308962075	0.001332287
1086	0.342568587	0.046008627
1087	0.439077021	0.112080187
1088	0.493758634	0.16481529
1089	0.529319486	0.259128064
1090	0.566644038	0.361859597
1091	0.590489491	0.396423899
1092	0.569964071	0.222630166
1093	0.59355608	0.650348852
1094	0.509262802	0.354950553
1095	0.562618037	0.389854872
1096	0.563139729	0.329915738
1097	0.505939643	0.154077177
1098	0.54595149	0.08321807
1099	0.529129802	0.023997739
1100	0.538124714	4.39074E-05
1101	0.533416479	0
1102	0.477986855	0
1103	0.433472203	0
1104	0.39559167	0
1105	0.357283116	0
1106	0.337593918	0
1107	0.32860523	0
1108	0.317476487	0
1109	0.319190554	0.002921402
1110	0.362964075	0.047637249
1111	0.396525841	0.150111376
1112	0.475444724	0.338622096
1113	0.499446627	0.499562451
1114	0.581701877	0.58271519
1115	0.577926628	0.653181508
1116	0.558224493	0.729436411
1117	0.5310132	0.626871193
1118	0.553599351	0.472492477
1119	0.566803784	0.452404137
1120	0.536665077	0.446274602
1121	0.539972756	0.217843935
1122	0.565844592	0.062500765
1123	0.571978758	0.016500264
1124	0.568086638	3.8672E-05
1125	0.575791236	0
1126	0.534914554	0
1127	0.489115625	0
1128	0.4591537	0
1129	0.421059369	0
