7/3/2017 0:00	PU Load	PU Irradiance
1130	0.396019692	0
1131	0.384676912	0
1132	0.370123971	0
1133	0.369481939	0.003439362
1134	0.37320565	0.048840897
1135	0.3973792	0.228123316
1136	0.449874237	0.448923438
1137	0.502588692	0.59510155
1138	0.646804719	0.648201724
1139	0.660823092	0.67352735
1140	0.678382375	0.662996472
1141	0.70916669	0
1142	0.433753028	0
1143	0.409569366	0
1144	0.495174712	0
1145	0.545682089	0
1146	0.584418665	0
1147	0.58292059	0
1148	0.592979093	0
1149	0.569865724	0
1150	0.527704977	0
1151	0.474629472	0
1152	0.427760489	0
1153	0.398868619	0
1154	0.381105517	0
1155	0.358205947	0
1156	0.345365092	0
1157	0.329956108	0
1158	0.32760199	0
1159	0.331026162	0
1160	0.309196857	0
1161	0.288865415	0.111423406
1162	0.271530335	0.803368172
1163	0.308982846	0.861927193
1164	0.328886055	0.876786726
1165	0.309624878	0.838342833
1166	0.30769857	0.714355253
1167	0.44830573	0.516714004
1168	0.438461237	0.381271467
1169	0.476555568	0.234950038
1170	0.530059095	0.069941741
1171	0.558308933	0.023414705
1172	0.56323118	8.54701E-05
1173	0.533483266	0
1174	0.488754391	0
1175	0.432896958	0
1176	0.390736212	0
1177	0.353711722	0
1178	0.321823489	0
1179	0.312193007	0
1180	0.309410868	0
1181	0.327816001	0.002653172
1182	0.363556427	0.040998041
1183	0.425276378	0.065817077
1184	0.472129904	0.138765401
1185	0.501701967	0.253547934
1186	0.576304217	0.546302055
1187	0.545969701	0.673553784
1188	0.577656376	0.755606235
1189	0.613800432	0.715983715
1190	0.576790828	0.580624689
1191	0.61342336	0.41297109
1192	0.592462832	0.235154993
1193	0.571566654	0.11621757
1194	0.611026033	0.032650779
1195	0.64090551	0.007991698
1196	0.634217009	0
1197	0.607251235	0
1198	0.547113376	0
1199	0.471994343	0
1200	0.419989316	0
1201	0.391953488	0
1202	0.377400548	0
1203	0.351076806	0
1204	0.350648784	0
1205	0.357285988	0.003266687
1206	0.405390079	0.089694078
1207	0.4945402	0.242240406
1208	0.505686831	0.455589947
1209	0.549905834	0.657999473
1210	0.589805236	0.80599038
1211	0.57482573	0.860321793
1212	0.708963001	0.824777364
1213	0.694804486	0.785991172
1214	0.731696923	0.715747411
1215	0.693621433	0.579121526
1216	0.715288809	0.424005891
1217	0.701482348	0.23265137
1218	0.738910084	0.080741556
1219	0.728276616	0.03734351
1220	0.736729838	3.61987E-05
1221	0.696923209	0
1222	0.631862892	0
1223	0.55653006	0
1224	0.515867388	0
1225	0.468356161	0
1226	0.431331884	0
1227	0.418491241	0
1228	0.423199477	0
1229	0.418491241	0
1230	0.461880386	0.008097147
1231	0.536348772	0.015563498
1232	0.591610125	0.038160278
1233	0.627375239	0.05592146
1234	0.692364697	0.082826596
1235	0.656931969	0.075840144
1236	0.627664898	0.095920004
1237	0.657294368	0.126396867
1238	0.681141368	0.134695789
1239	0.598590687	0.164878373
1240	0.635145243	0.123432554
1241	0.580298107	0.071574475
1242	0.573537094	0.039251572
1243	0.583830536	0.004723341
1244	0.584993909	0
1245	0.544545248	0
1246	0.485905252	0
1247	0.422771455	0
1248	0.377400548	0
1249	0.342088143	0
1250	0.326251139	0
1251	0.317262476	0
1252	0.299285364	0
1253	0.306139217	0
1254	0.354099119	0.005519745
1255	0.451594846	0.032361864
1256	0.520438756	0.051781185
1257	0.561094305	0.079754008
1258	0.581917242	0.114362024
1259	0.5858395	0.090098078
1260	0.610577412	0.128279427
1261	0.579958844	0.187120168
1262	0.548075819	0.351581469
1263	0.524401133	0.124425562
1264	0.506012277	0.181429065
1265	0.538271743	0.103681662
1266	0.524130706	0.038212183
1267	0.514399226	0.015619899
1268	0.539622789	0.000198627
1269	0.514797334	0
1270	0.461079797	0
1271	0.40672044	0
1272	0.366057768	0
1273	0.333792294	0
1274	0.31625921	0
1275	0.315189157	0
1276	0.289935468	0
1277	0.306842527	0.002286687
1278	0.338302738	0.053714076
1279	0.399285041	0.259305781
1280	0.438277521	0.502023516
1281	0.519555796	0.69013303
1282	0.552917084	0.822350539
1283	0.546960979	0.907303482
1284	0.521286309	0.792819982
1285	0.492047091	0.353752172
1286	0.517880731	0.680561693
1287	0.494369958	0.563801687
1288	0.441941218	0.451599221
1289	0.439181713	0.231996452
1290	0.44971691	0.102891842
1291	0.46069949	0.009728499
1292	0.469212204	0
1293	0.459795733	0
1294	0.415494879	0
1295	0.359423223	0
1296	0.32560908	0
1297	0.303351568	0
1298	0.286230499	0
1299	0.271035526	0
1300	0.267611381	0
1301	0.271464182	0.000503924
1302	0.281683056	0.031589742
1303	0.346861515	0.077241873
1304	0.411484592	0.126578182
1305	0.462754067	0.212204865
1306	0.501116557	0.381428692
1307	0.516283536	0.353198624
1308	0.496434922	0.239429335
1309	0.458190561	0.246835429
1310	0.396516296	0.303887272
1311	0.390626801	0.238294005
1312	0.360862933	0.18444037
1313	0.422781707	0.092290109
1314	0.422495042	0.039439889
1315	0.413987626	0.037603678
1316	0.437752417	0
1317	0.410572632	0
1318	0.374618196	0
1319	0.339948036	0
1320	0.310842155	0
1321	0.283876381	0
1322	0.268253387	0
1323	0.256696596	0
1324	0.256268575	0
1325	0.251347162	0.001846296
1326	0.26504255	0.050986836
1327	0.318867779	0.240070376
1328	0.393016692	0.458600385
1329	0.447302037	0.669160921
1330	0.471400717	0.641122799
1331	0.475472551	0.672787251
1332	0.491657843	0.629661322
1333	0.46314416	0.636513483
1334	0.549970122	0.661313761
1335	0.457367624	0.529734661
1336	0.397362177	0.370265542
1337	0.42966273	0.187406739
1338	0.453722892	0.107971935
1339	0.456321343	0.022945213
1340	0.485905252	0
1341	0.457655413	0
1342	0.408646536	0
1343	0.355143009	0
1344	0.318118519	0
1345	0.281094242	0
1346	0.276171783	0
1347	0.269751462	0
1348	0.259906757	0
1349	0.278101197	0
1350	0.325454322	0.020735003
1351	0.419513183	0.07222133
1352	0.489872698	0.148474435
1353	0.514516514	0.349133124
1354	0.540643851	0.496523299
1355	0.528553343	0.505741611
1356	0.44157343	0.477940499
1357	0.460545695	0.407873845
1358	0.557704896	0.354224651
1359	0.44171673	0.63405441
1360	0.481297006	0.528946479
1361	0.44880279	0.2209683
1362	0.440152341	0.074341445
1363	0.460523395	0.01844414
1364	0.479912952	0
1365	0.466216054	0
1366	0.411428675	0
1367	0.354928998	0
1368	0.314480364	0
1369	0.290724724	0
1370	0.28665852	0
1371	0.275743762	0
1372	0.268039376	0
1373	0.280671373	0.001366302
1374	0.329909667	0.050518051
1375	0.399921735	0.269305016
1376	0.421285136	0.526769929
1377	0.461277798	0.728419956
1378	0.521222838	0.86125962
1379	0.49972314	0.933698207
1380	0.456877123	0.948643885
1381	0.476931904	0.886237712
1382	0.448556092	0.678906508
1383	0.45093366	0.642884364
1384	0.429434783	0.428135855
1385	0.435363686	0.263831651
1386	0.458211209	0.061388465
1387	0.465208736	0.013593734
1388	0.46792814	0
1389	0.445242792	0
1390	0.390883435	0
1391	0.348294454	0
1392	0.313838305	0
1393	0.285160445	0
1394	0.272961622	0
1395	0.275529751	0
1396	0.269751462	0
1397	0.291152745	0.001346516
1398	0.344840704	0.048541832
1399	0.394871119	0.261565456
1400	0.415483711	0.508875355
1401	0.46350165	0.707067551
1402	0.51840006	0.835821512
1403	0.454559671	0.897828182
1404	0.542216469	0.907416896
1405	0.600856661	0.862774539
1406	0.512287703	0.773045932
1407	0.454947936	0.642997553
1408	0.426177648	0.444916299
1409	0.430961046	0.226318775
1410	0.454744084	0.060894819
1411	0.486596514	0.01706377
1412	0.505594662	0
1413	0.472422365	0
1414	0.411856697	0
1415	0.368839907	0
1416	0.330959374	0
1417	0.305919696	0
1418	0.291580767	0
1419	0.267611381	0
1420	0.267611381	0
1421	0.28665852	0.001073403
1422	0.338749264	0.046774935
1423	0.436122856	0.230051035
1424	0.485528786	0.469342255
1425	0.483583103	0.668173117
1426	0.572442302	0.802867203
1427	0.532987757	0.764897555
1428	0.447145563	0.892744877
1429	0.365180193	0.864231964
1430	0.502474979	0.68643668
1431	0.491641954	0.526995987
1432	0.454840443	0.380536315
1433	0.416778294	0.192803884
1434	0.439631918	0.090362486
1435	0.475135845	0.035705638
1436	0.494679903	0
1437	0.469426215	0
1438	0.423413487	0
1439	0.357925148	0
1440	0.327535203	0
1441	0.312126219	0
1442	0.28366237	0
1443	0.276813815	0
1444	0.261832853	0
1445	0.274031676	0.001446633
1446	0.323312536	0.050395098
1447	0.415136099	0.225329268
1448	0.451668434	0.437513962
1449	0.490964947	0.52216254
1450	0.502258769	0.455894184
1451	0.541705487	0.406068566
1452	0.517501162	0
1453	0.499869041	0
1454	0.441306575	0
1455	0.393701382	0
1456	0.380136477	0
1457	0.36499688	0
1458	0.393776151	0
1459	0.418935813	0
1460	0.434970278	0
1461	0.411428675	0
1462	0.373762153	0
1463	0.332029428	0
1464	0.305277664	0
1465	0.281094242	0
1466	0.256910607	0
1467	0.25263018	0
1468	0.253914457	0
1469	0.25798066	0
1470	0.278066067	0
1471	0.351539689	0
1472	0.4251182	0
1473	0.459999242	0.213413492
1474	0.471260184	0.689718817
1475	0.467631804	0.730392546
1476	0.471841291	0.81866087
1477	0.450582798	0.786806559
1478	0.398915439	0.723673842
1479	0.38353443	0.619283559
1480	0.375969603	0.505022069
1481	0.351194586	0.21786205
1482	0.368634383	0.046576693
1483	0.379900741	0.015769705
1484	0.394521617	0
1485	0.377614558	0
1486	0.35557103	0
1487	0.315122369	0
1488	0.292436809	0
1489	0.27210558	0
1490	0.25263018	0
1491	0.248563977	0
1492	0.245353816	0
1493	0.241501623	0.001550314
1494	0.250476122	0.03365323
1495	0.273118452	0
1496	0.306387958	0
1497	0.333911696	0
1498	0.365106411	0
1499	0.386104638	0
1500	0.400780684	0
1501	0.404494536	0.116272109
1502	0.400617416	0.636213807
1503	0.394930017	0.380515405
1504	0.396696098	0.306085213
1505	0.406129674	0.164300703
1506	0.404922197	0.068261375
1507	0.387510106	0.007792075
1508	0.394093595	0
1509	0.372478089	0
1510	0.343586218	0
1511	0.311698198	0
1512	0.284304402	0
1513	0.263544939	0
1514	0.253700446	0
1515	0.242785688	0
1516	0.240859591	0
1517	0.247279913	0
1518	0.261185801	0
1519	0.318063241	0.041243819
1520	0.403268485	0.092505021
1521	0.444448198	0.0295056
1522	0.476554377	0.048570482
1523	0.473903115	0.109256524
1524	0.47387821	0.138844126
1525	0.457006225	0.181539235
1526	0.444472188	0.189626328
1527	0.418705445	0.215646829
1528	0.3883304	0.253276845
1529	0.392563327	0.050098506
1530	0.426944356	0.121924701
1531	0.448247245	0.013744728
1532	0.47948493	0
1533	0.442032631	0
1534	0.400299906	0
1535	0.343586218	0
1536	0.30934408	0
1537	0.290724724	0
1538	0.274245687	0
1539	0.26932344	0
1540	0.274245687	0
1541	0.286230499	0.000397512
1542	0.349104854	0.045542443
1543	0.414496206	0.23537408
1544	0.469312258	0.503571261
1545	0.529539157	0.724587515
1546	0.54986768	0.868674805
1547	0.553295874	0.937084443
1548	0.534844041	0.943933585
1549	0.556545461	0.661458716
1550	0.580585132	0.668449955
1551	0.60651294	0.622410558
1552	0.565858551	0.418890402
1553	0.551993651	0.189921636
1554	0.599478335	0.094678712
1555	0.608985884	0.030842705
1556	0.613243747	0
1557	0.563806424	0
1558	0.520789634	0
1559	0.449951028	0
1560	0.410572632	0
1561	0.373334132	0
1562	0.351076806	0
1563	0.334597556	0
1564	0.320900658	0
1565	0.337165897	0.00061374
1566	0.396715066	0.062299343
1567	0.464061847	0.221767113
1568	0.448900598	0.41748636
1569	0.489454404	0.321233598
1570	0.48257161	0.195768165
1571	0.575361489	0.392080179
1572	0.521460802	0.378978388
1573	0.443334966	0.326520829
1574	0.49368087	0.261114819
1575	0.495176261	0.210924162
1576	0.467586322	0.125394191
1577	0.473340623	0.056589707
1578	0.486178623	0.028289233
1579	0.500680741	0.003018017
1580	0.499602149	0
1581	0.464289958	0
1582	0.41292675	0
1583	0.359637234	0
1584	0.323040978	0
1585	0.301211461	0
1586	0.288370606	0
1587	0.278097879	0
1588	0.281950285	0
1589	0.299713386	0
1590	0.345418755	0.025322574
1591	0.419308979	0.033641089
1592	0.464053841	0.084500925
1593	0.504903682	0.177200911
1594	0.507951974	0.295391747
1595	0.485949651	0.304662349
1596	0.569019032	0.547573732
1597	0.484464224	0.679310026
1598	0.527339323	0.549857914
1599	0.478143556	0.403076565
1600	0.481621594	0.317451006
1601	0.418921765	0.187440047
1602	0.462256087	0.100738708
1603	0.497943883	0.014771975
1604	0.499602149	0
1605	0.45080707	0
1606	0.4099306	0
1607	0.365629746	0
1608	0.334383546	0
1609	0.306347718	0
1610	0.290724724	0
1611	0.289012638	0
1612	0.276385794	0
1613	0.275101729	0.000289044
1614	0.339185907	0.040682562
1615	0.427861292	0.256925915
1616	0.493351436	0.530989443
1617	0.508704819	0.735279472
1618	0.508388656	0.866707225
1619	0.504541442	0.939873416
1620	0.431731495	0.953369796
1621	0.52329672	0.909482987
1622	0.456606589	0.830801483
1623	0.434870772	0.686444614
1624	0.406054866	0.451447521
1625	0.349677008	0.223823407
1626	0.434049207	0.05462399
1627	0.450822064	0.012266458
1628	0.454445253	0
1629	0.43561231	0
1630	0.391525467	0
1631	0.359851218	0
1632	0.324325042	0
1633	0.298429322	0
1634	0.285374456	0
1635	0.277027826	0
1636	0.268895419	0
1637	0.25776665	7.07914E-05
1638	0.282473276	0.043277019
1639	0.3567699	0.218382965
1640	0.431743099	0.46481494
1641	0.468917793	0.678005072
1642	0.433288985	0.821949976
1643	0.507472927	0.901290252
1644	0.430659245	0.880798202
1645	0.476763695	0.490907131
1646	0.446494898	0.701268173
1647	0.402306535	0.594520925
1648	0.345071151	0.411533162
1649	0.376106171	0.114170656
1650	0.384917259	0.036727104
1651	0.403589243	0.014459484
1652	0.414424825	0
1653	0.38424889	0
1654	0.362419373	0
1655	0.321114669	0
1656	0.294577129	0
1657	0.266113067	0
1658	0.249848041	0
1659	0.242571677	0
1660	0.24064558	0
1661	0.243855741	0.000461108
1662	0.257199352	0.04564195
1663	0.309301185	0.185307887
1664	0.398379712	0.497088025
1665	0.469060562	0.689924864
1666	0.488990448	0.836106991
1667	0.475038061	0.922923478
1668	0.492564951	0.913859501
1669	0.475046181	0.870807768
1670	0.43402038	0.724026162
1671	0.435308691	0.506162923
1672	0.433780562	0.433024612
1673	0.400842174	0.263092741
1674	0.44225783	0.091002661
1675	0.454292675	0.021590636
1676	0.465146	0
1677	0.427051669	0
1678	0.38424889	0
1679	0.330959374	0
1680	0.2980013	0
1681	0.278953922	0
1682	0.262474885	0
1683	0.258194671	0
1684	0.261404832	0
1685	0.287086542	0
1686	0.331201221	0.018269152
1687	0.396366139	0.069443792
1688	0.466334365	0.285694886
1689	0.518145867	0.63672605
1690	0.528910725	0.554271173
1691	0.544506707	0.768776216
1692	0.538712083	0.569585198
1693	0.533309408	0.406615722
1694	0.50483246	0.499225871
1695	0.480567843	0.468200052
1696	0.456607019	0.433457198
1697	0.449208263	0.196057851
1698	0.485479041	0.051955401
1699	0.497902664	0.009992682
1700	0.512014983	0
1701	0.471994343	0
1702	0.408432525	0
1703	0.350006752	0
1704	0.307845793	0
1705	0.284304402	0
1706	0.274459697	0
1707	0.274459697	0
1708	0.264614992	0
1709	0.285588467	0
1710	0.331072377	0.035883548
1711	0.408968282	0.177284968
1712	0.454781169	0.449108125
1713	0.491317808	0.712456088
1714	0.507367364	0.824390837
1715	0.510921897	0.878593226
1716	0.513973236	0.929713198
1717	0.508619502	0.878966456
1718	0.481246809	0.704825478
1719	0.481075368	0.631913513
1720	0.45577877	0.326750902
1721	0.471328755	0.147169996
1722	0.500816508	0.052102702
1723	0.521869673	0.010234189
1724	0.538980757	0
1725	0.501100437	0
1726	0.443102685	0
1727	0.383606858	0
1728	0.347866433	0
1729	0.310842155	0
1730	0.292436809	0
1731	0.279809965	0
1732	0.27210558	0
1733	0.287728574	0
1734	0.347927309	0.039140053
1735	0.43028929	0.182573999
1736	0.494102642	0.298695275
1737	0.524350918	0.475508503
1738	0.533021389	0.748368479
1739	0.550112779	0.638401117
1740	0.533307557	0.717018896
1741	0.536632309	0.455931507
1742	0.501328455	0.630030857
1743	0.4795996	0.307566535
1744	0.485605673	0.235871419
1745	0.520353993	0.157721237
1746	0.502741295	0.065808083
1747	0.53363876	0.016570285
1748	0.551393591	0
1749	0.540478832	0
1750	0.470068247	0
1751	0.409502579	0
1752	0.370337982	0
1753	0.345298304	0
1754	0.316192423	0
1755	0.321970924	0
1756	0.312126219	0
1757	0.328177235	0
1758	0.381045183	0.016932144
1759	0.450828383	0.042837014
1760	0.491009028	0.005952139
1761	0.513955245	0
1762	0.478719708	0.319386081
1763	0.642048768	0.366640529
1764	0.634579754	0.28415289
1765	0.647239974	0.328132203
1766	0.656730947	0.184704681
1767	0.648959317	0.129017277
1768	0.6494351	0.089561232
1769	0.616481548	0.070480996
1770	0.646439797	0.04768106
1771	0.676813848	0.013827821
1772	0.692214973	0
1773	0.664178933	0
1774	0.61088963	0
1775	0.535556586	0
1776	0.506450704	0
1777	0.480340973	0
1778	0.447810921	0
1779	0.431546107	0
1780	0.421487391	0
1781	0.436040331	0
1782	0.494699736	0.032234831
1783	0.579068879	0.20430005
1784	0.606779787	0.480297689
1785	0.627714833	0.6987941
1786	0.630370331	0.787266929
1787	0.757693943	0.858573012
1788	0.713455672	0.758044591
1789	0.758585695	0.725929149
1790	0.678745846	0.745474347
1791	0.655534931	0.54081793
1792	0.684450898	0.429113607
1793	0.686208114	0.203836533
1794	0.661555216	0.062720752
1795	0.703133783	0.01077232
1796	0.695211123	0
1797	0.668673371	0
1798	0.62843872	0
1799	0.571939043	0
1800	0.521645677	0
1801	0.47092429	0
1802	0.457441403	0
1803	0.428121723	0
1804	0.415280868	0
1805	0.415933786	0
1806	0.437177173	0.028983208
1807	0.44851974	0.204948255
1808	0.503630924	0.497357958
1809	0.554765507	0.630846277
1810	0.5774333	0.773747134
1811	0.586743031	0.938273188
1812	0.620735419	0.957474514
1813	0.632326473	0.897718044
1814	0.608831324	0.566179305
1815	0.602156882	0.636768994
1816	0.639943174	0.440043216
1817	0.606217131	0.189152726
1818	0.633860411	0.06438448
1819	0.640857197	0.012139906
1820	0.633360967	0
1821	0.608321289	0
1822	0.569370915	0
1823	0.513513058	0
1824	0.477130812	0
1825	0.436896374	0
1826	0.415066857	0
1827	0.397731777	0
1828	0.389385147	0
1829	0.38403488	0
1830	0.3898268	0.014964757
1831	0.412645589	0.042643108
1832	0.460554738	0.119067378
1833	0.503462971	0.235258546
1834	0.585738337	0.335514465
1835	0.604999732	0.48888649
1836	0.619866039	0.343109551
1837	0.62892685	0.3238745
1838	0.646194569	0.114241543
1839	0.605681881	0.092441938
1840	0.627632573	0.064759765
1841	0.642375421	0.02613597
1842	0.670465956	0.00692353
1843	0.691149104	0.001156946
1844	0.690502675	0
1845	0.6397815	0
1846	0.577503322	0
1847	0.361135309	0
1848	0.373762153	0
1849	0.332243438	0
1850	0.313410284	0
1851	0.304849643	0
1852	0.303137557	0
1853	0.321542691	0
1854	0.373780676	0.011169671
1855	0.436745551	0.067954826
1856	0.454793535	0.169409093
1857	0.446860753	0.312872428
1858	0.476818359	0.793235802
1859	0.491308214	0.900380851
1860	0.471987026	0.933139584
1861	0.50847745	0.861407435
1862	0.466114923	0
1863	0.464561324	0
1864	0.468098643	0
1865	0.470462254	0
1866	0.512739528	0
1867	0.519291559	0
1868	0.538124714	0
1869	0.499388139	0
1870	0.454873274	0
1871	0.396233702	0
1872	0.367769853	0
1873	0.326893171	0
1874	0.320258626	0
1875	0.307631782	0
1876	0.294148895	0
1877	0.316192423	0
1878	0.364356557	0
1879	0.426133978	0
1880	0.444454257	0
1881	0.457518536	0
1882	0.481649989	0
1883	0.474367152	0
1884	0.483435694	0
1885	0.498218594	0
1886	0.452822525	0
1887	0.465396256	0
1888	0.46425619	0
1889	0.486400244	0
1890	0.497307939	0
1891	0.499602149	0
1892	0.495107924	0
1893	0.47092429	0
1894	0.422771455	0
1895	0.367983864	0
1896	0.333527503	0
1897	0.320900658	0
1898	0.305277664	0
1899	0.294148895	0
1900	0.296717236	0
1901	0.310842155	0
1902	0.367792283	0
1903	0.434469704	0.099666461
1904	0.452974399	0.292912727
1905	0.460151581	0.488166305
1906	0.43332498	0.750365962
1907	0.444453537	0.622077221
1908	0.453655997	0.690042999
1909	0.467903997	0.658478439
1910	0.48421585	0.368894165
1911	0.465095397	0.320830048
1912	0.472347421	0.279492086
1913	0.477851652	0.148795695
1914	0.50616149	0.048369671
1915	0.518863538	0.006138304
1916	0.517151452	0
1917	0.480340973	0
1918	0.436254342	0
1919	0.38703103	0
1920	0.353216913	0
1921	0.332457449	0
1922	0.307417771	0
1923	0.309130069	0
1924	0.304635632	0
1925	0.322612956	0
1926	0.366073273	0.024993156
1927	0.447262238	0.151319103
1928	0.481322314	0.12975699
1929	0.468900149	0.229562979
1930	0.465308904	0.307641052
1931	0.463268868	0.465735519
1932	0.483389611	0.69408396
1933	0.466655477	0.761298719
1934	0.452908145	0.738068959
1935	0.437947759	0.593001252
1936	0.442459515	0.414063925
1937	0.440095665	0.158085473
1938	0.464997142	0.049326352
1939	0.49682001	0.006910104
1940	0.495749957	0
1941	0.464717979	0
1942	0.424697551	0
1943	0.377400548	0
1944	0.337379908	0
1945	0.318760551	0
1946	0.293934884	0
1947	0.298215311	0
1948	0.286444509	0
1949	0.299499375	0
1950	0.346688314	0.01385114
1951	0.403947291	0.111398321
1952	0.415349405	0.306673772
1953	0.436373092	0.471011219
1954	0.444103424	0.822187886
1955	0.456077462	0.908296522
1956	0.410040825	0.930680736
1957	0.447367652	0.829061727
1958	0.421595347	0.69902414
1959	0.404950125	0.610267632
1960	0.402359911	0.423031769
1961	0.415365608	0.195604773
1962	0.452089884	0.045176281
1963	0.489329635	0.003860738
1964	0.457441403	0
1965	0.44759691	0
1966	0.398373809	0
1967	0.360921298	0
1968	0.330959374	0
1969	0.30698975	0
1970	0.296289214	0
1971	0.291152745	0
1972	0.273175633	0
1973	0.278097879	0
1974	0.288088959	0.023967097
1975	0.321030728	0.196605747
1976	0.370232588	0.481712299
1977	0.480036009	0.702154673
1978	0.46851567	0.855488443
1979	0.526349154	0.925473064
1980	0.484206835	0.93077764
1981	0.46903886	0.902946497
1982	0.463860073	0.807241469
1983	0.442472566	0.640738649
1984	0.43636723	0.383888247
1985	0.437721961	0.208343195
1986	0.479347137	0.060703869
1987	0.492539796	0.004834475
1988	0.481197016	0
1989	0.453161188	0
1990	0.419989316	0
1991	0.375474212	0
1992	0.344442261	0
1993	0.305705686	0
1994	0.28665852	0
1995	0.278525901	0
1996	0.267611381	0
1997	0.26910943	0
1998	0.285975087	0
1999	0.322791998	0.090127564
2000	0.402768821	0.159413359
2001	0.474179652	0.384063203
2002	0.493583711	0.815653259
2003	0.514683142	0.942971893
2004	0.559257405	0.58543517
2005	0.574799813	0.524530972
2006	0.577702027	0.484211585
2007	0.569983971	0.446630423
2008	0.55257211	0.272497346
2009	0.575576161	0.17931335
2010	0.610353401	0.052239563
2011	0.640851554	0.003650162
2012	0.62009209	0
2013	0.577503322	0
2014	0.514155302	0
2015	0.444172738	0
2016	0.38724504	0
2017	0.348080443	0
2018	0.349578731	0
2019	0.320044616	0
2020	0.313196273	0
2021	0.327963224	0
2022	0.376835172	0.023120586
2023	0.459153088	0.175377035
2024	0.533078471	0.43101335
2025	0.579032326	0.657380529
2026	0.605570822	0.82797766
2027	0.625400247	0.900766992
2028	0.641556599	0.910188171
2029	0.731915109	0.819594264
2030	0.555894713	0.620635567
2031	0.670956688	0.435051741
2032	0.644567149	0.224423914
2033	0.638098605	0.196215398
2034	0.662772082	0.065086935
2035	0.678732086	0.00410353
2036	0.661182783	0
2037	0.616453908	0
2038	0.525069849	0
2039	0.449523006	0
2040	0.403938088	0
2041	0.360493277	0
2042	0.35856718	0
2043	0.335881833	0
2044	0.328819267	0
2045	0.346368358	0
2046	0.399455669	0.022037129
2047	0.474040549	0.180438755
2048	0.494188461	0.461709493
2049	0.549845206	0.699866701
2050	0.599489773	0.854624813
2051	0.598026334	0.92936377
2052	0.584179308	0.974214133
2053	0.640485493	0.66900421
2054	0.640013499	0.783683479
2055	0.612912604	0.615283293
2056	0.602441452	0.398290719
2057	0.61941075	0.140112977
2058	0.635231991	0.044655398
2059	0.666319253	0.002750654
2060	0.663536901	0
2061	0.61709594	0
2062	0.545615301	0
2063	0.473706641	0
2064	0.423413487	0
2065	0.386817019	0
2066	0.353858945	0
2067	0.348722502	0
2068	0.332885471	0
2069	0.333955524	0
2070	0.382354396	0.018504781
2071	0.422838243	0.197899587
2072	0.395230436	0.492320327
2073	0.345151081	0.712875441
2074	0.33059814	0.863606725
2075	0.323963808	0.882445871
2076	0.35007354	0.646284123
2077	0.390307978	0.564552385
2078	0.397714001	0.767714697
2079	0.534154247	0.520101493
2080	0.671948814	0.313806818
2081	0.618625766	0.186696608
2082	0.65217536	0.04872517
2083	0.694355081	0.00190697
2084	0.672953585	0
2085	0.641493586	0
2086	0.566588563	0
2087	0.498104074	0
2088	0.444172738	0
2089	0.419775305	0
2090	0.399229852	0
2091	0.374832207	0
2092	0.36691381	0
2093	0.382322794	0
2094	0.429528531	0.009128987
2095	0.504637669	0.062322566
2096	0.55596791	0.137553498
2097	0.579537854	0.239984457
2098	0.615725063	0.454950126
2099	0.570780761	0.415144042
2100	0.559249399	0.360675767
2101	0.5099823	0.346291732
2102	0.518867941	0.265030193
2103	0.488234425	0.251511522
2104	0.461216779	0.140072763
2105	0.435585183	0.061461922
2106	0.478008611	0.018084433
2107	0.507734769	0
2108	0.484193166	0
2109	0.463005893	0
2110	0.416136911	0
2111	0.349792741	0
2112	0.315764401	0
2113	0.298215311	0
2114	0.275101729	0
2115	0.26375895	0
2116	0.252202159	0
2117	0.268253387	0
2118	0.31570252	0.002192063
2119	0.394081353	0.031693038
2120	0.461499752	0.10907961
2121	0.485984317	0.277896226
2122	0.481423176	0.683323717
2123	0.463816737	0.747980796
2124	0.447304132	0.75884
2125	0.430755171	0.88481973
2126	0.412606528	0.809573991
2127	0.383821128	0.644736281
2128	0.371586494	0.419066385
2129	0.350103722	0.161768365
2130	0.410038903	0.032781281
2131	0.447382899	0.00241947
2132	0.434756267	0
2133	0.4099306	0
2134	0.375260228	0
2135	0.324111031	0
2136	0.293078841	0
2137	0.283876381	0
2138	0.260334778	0
2139	0.259692746	0
2140	0.247921945	0
2141	0.250062052	0
2142	0.266579046	0.016109787
2143	0.292387032	0.179133095
2144	0.315617178	0.463111865
2145	0.342368942	0.582858571
2146	0.303846377	0.843587217
2147	0.394105719	0.876097344
2148	0.376988089	0.537001581
2149	0.418081349	0.297400921
2150	0.391041038	0.235968999
2151	0.390528265	0.312162618
2152	0.381593384	0.30724823
2153	0.396320277	0.166541748
2154	0.404870591	0.041048147
2155	0.410144611	0.00084362
2156	0.39238151	0
2157	0.371622046	0
2158	0.346368358	0
2159	0.307417771	0
2160	0.279809965	0
2161	0.260120767	0
2162	0.247921945	0
2163	0.239361304	0
2164	0.238933283	0
2165	0.24043157	0
2166	0.259759922	0.01664734
2167	0.300726417	0.201325876
2168	0.410881036	0.393814153
2169	0.460555579	0.722727215
2170	0.494458094	0.881294931
2171	0.495364113	0.995736932
2172	0.489694662	1
2173	0.472954481	0.946033786
2174	0.434945247	0.831394538
2175	0.396433367	0.62362866
2176	0.357776642	0.412192672
2177	0.366588278	0.167805749
2178	0.403318203	0.041501675
2179	0.45059306	0.001090106
2180	0.432830171	0
2181	0.398801831	0
2182	0.358353143	0
2183	0.298643332	0
2184	0.267611381	0
2185	0.258622692	0
2186	0.254128468	0
2187	0.245353816	0
