02:00:00 PM,59.982,328.605615859896,481.6376623,480.2741214,481.4720257,234.750246510982,489.5846043,488.4527127,488.2921497,334.329625879114,477.6203141,477.1190689,476.6644742
02:00:01 PM,59.981,326.258573091068,481.4493506,480.3629393,481.3504823,234.647883391815,489.4730593,488.3429495,488.2437787,331.986465641037,477.6177231,476.8583786,476.7619798
02:00:02 PM,59.983,325.825838050366,481.4805195,480.3731629,481.2900322,234.573537213517,489.4136567,488.2552689,488.2032516,330.444347426418,477.586632,477.1961925,476.6529275
02:00:03 PM,59.979,325.975241743033,481.5097403,480.3591054,481.3736334,234.515317192988,489.5595232,488.3039804,488.2614276,328.105880059173,477.4784608,476.9539863,476.6638328
02:00:04 PM,59.983,327.691309878287,481.4649351,480.3789137,481.4392283,234.485407280734,489.5641434,488.2253926,488.078402,326.82208884545,477.4143353,476.5951387,476.7164344
02:00:05 PM,59.983,330.012316713024,481.4974026,480.3840256,481.4334405,234.454276168257,489.4710792,488.2864443,488.1601099,325.270929925336,477.5678478,476.9705583,476.8068836
02:00:06 PM,59.984,332.435459298559,481.4512987,480.3246006,481.4398714,234.440243560885,489.3753749,488.4377745,488.1313487,323.254465006165,477.4816994,476.8532795,476.6599839
02:00:07 PM,59.984,334.568189920564,481.4051948,480.3488818,481.5073955,234.448502810283,489.2222481,488.5332489,488.1509586,320.684699424511,477.4648584,476.8379822,476.8107325
02:00:08 PM,59.986,336.907586030728,481.3707792,480.3904153,481.5414791,234.470021827582,489.2493093,488.4955787,488.1548805,318.627891130747,477.5438817,476.9737452,476.8120155
02:00:09 PM,59.985,339.313063139776,481.4155844,480.3488818,481.5299035,234.462321211205,489.2559096,488.4897334,488.2941107,316.552622140674,477.5270407,476.9080946,476.6516446
02:00:10 PM,59.987,341.376963022858,481.4603896,480.4083067,481.6713826,234.465235897328,489.3483137,488.3884136,488.3124133,314.634170203225,477.5354612,476.6837351,476.7677531
02:00:11 PM,59.987,342.759990465908,481.5545455,480.3571885,481.6971061,234.466126878482,489.3192724,488.4429704,488.3182962,313.112720822659,477.6585303,476.966734,476.8036762
02:00:12 PM,59.989,343.108760008626,481.5512987,480.5469649,481.5974277,234.493135559625,489.2816507,488.3871146,488.3326768,311.934887852989,477.6831441,476.9731078,476.8165059
02:00:13 PM,59.987,342.122122001459,481.6051948,480.2517572,481.5575563,234.554259924977,489.2974915,488.3695785,488.3856235,310.938622019888,477.6054162,477.0891118,476.8562779
02:00:14 PM,59.989,340.611088448266,481.5831169,480.5015974,481.5337621,234.59936563071,489.2611898,488.323465,488.1744904,310.066433394495,477.6837918,477.1088708,476.7780168
02:00:15 PM,59.987,340.069958343168,481.5064935,480.4785942,481.4720257,234.637185646875,489.2275283,488.5650737,488.3522867,309.263943165555,477.7226557,477.1095081,476.851146
02:00:16 PM,59.988,341.017913102105,481.4720779,480.5853035,481.429582,234.704147901045,489.2242282,488.322166,488.359477,308.761332357791,477.8107472,477.1292671,476.7485086
